handle,sku,vendor,title,status,product_type,has_ebay,reason
bv-david-webb-platinum-18k-yellow-gold-black-enamel-clip-on-earrings-rr5320,RR5320,David Webb,David Webb Platinum & 18K Yellow Gold Black Enamel Clip-On Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-cartier-1950s-platinum-foliate-design-with-center-cushion-cut-diamond-1-35-e-vs2-gia-brooch-rr5302,RR5302,Cartier,Cartier 1950's Platinum Foliate Design With Center Cushion Cut Diamond 1.35 E/vs2 GIA Brooch,ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-david-webb-elephant-platinum-18k-yellow-gold-rock-crystal-elephant-brooch-rr5253,RR5253,David Webb,David Webb Elephant Platinum & 18K Yellow Gold Rock Crystal Elephant Brooch,ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-david-webb-kingdom-platinum-18k-yellow-gold-white-enamel-panther-with-diamond-collar-brooch-rr5219,RR5219,David Webb,David Webb Kingdom Platinum & 18K Yellow Gold White Enamel Panther With Diamond Collar Brooch,ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-david-webb-kingdom-platinum-18k-yellow-gold-green-enamel-frog-brooch-rr5151,RR5151,David Webb,David Webb Kingdom Platinum & 18K Yellow Gold Green Enamel Frog Brooch,ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-carved-coral-bangle-bracelet-rr5117,RR5117,David Webb,David Webb Platinum & 18K Yellow Gold Carved Coral Bangle Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-green-emeralds-diamonds-brooch-rr5103,RR5103,David Webb,"David Webb Platinum & 18K Yellow Gold Green Emeralds & Diamonds, Brooch",ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-cartier-panthere-18k-yellow-gold-french-diamond-pearl-cat-brooch-rr5051,RR5051,Cartier,Cartier Panthere 18K Yellow Gold French Diamond & Pearl Cat Brooch,ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-hammered-quartz-clip-on-earrings-rr5008,RR5008,David Webb,David Webb Platinum & 18K Yellow Gold Hammered Quartz Clip-On Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-cartier-trinity-18k-yellow-gold-diamond-spotted-lacquer-slip-on-bracelet-rr4973,RR4973,Cartier,Cartier Trinity 18K Yellow Gold Diamond Spotted Lacquer Slip On Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-black-and-white-bombe-diamond-enamel-ring-rr4809,RR4809,David Webb,David Webb Platinum & 18K Yellow Gold Black And White Bombe Diamond Enamel Ring,ARCHIVED,Rings,false,status:ARCHIVED
bv-van-cleef-arpels-circa-1950s-platinum-18k-yellow-gold-snowflake-diamond-bracelet-rr4686,RR4686,Van Cleef & Arpels,Van Cleef & Arpels Circa 1950's Platinum & 18K Yellow Gold Snowflake Diamond Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-cartier-maillon-18k-yellow-gold-2-60cts-diamond-ring-rr4582,RR4582,Cartier,Cartier Maillon 18K Yellow Gold 2.60cts Diamond Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-van-cleef-arpels-circa-1970s-18k-yellow-gold-42-00cts-ganse-diamond-necklace-rr4452,RR4452,Van Cleef & Arpels,"Van Cleef & Arpels Circa 1970's 18K Yellow Gold 42.00cts ""ganse"" Diamond Necklace",ACTIVE,Necklaces,true,already-tagged-and-conditioned
bv-david-webb-circa-1970s-platinum-18k-yellow-gold-ruby-emerald-sapphire-earrings-rr4391,RR4391,David Webb,"David Webb Circa 1970's Platinum & 18K Yellow Gold Ruby, Emerald, Sapphire Earrings",ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-kingdom-18k-yellow-gold-green-enamel-frog-pendant-rr4261,RR4261,David Webb,David Webb Kingdom 18K Yellow Gold Green Enamel Frog Pendant,ACTIVE,Pendants,true,already-tagged-and-conditioned
bv-cartier-panthere-18k-yellow-gold-lacquer-head-pendant-rr4230,RR4230,Cartier,Cartier Panthere 18K Yellow Gold Lacquer Head Pendant,ACTIVE,Pendants,true,already-tagged-and-conditioned
bv-david-webb-flower-platinum-18k-yellow-gold-12-50-carats-enteremblant-diamond-brooch-rr4198,RR4198,David Webb,David Webb Flower Platinum & 18K Yellow Gold 12.50 Carats Enteremblant Diamond Brooch,ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-cartier-panthere-18k-yellow-gold-hinged-cuff-bracelet-rr4151,RR4151,Cartier,Cartier Panthere 18K Yellow Gold Hinged Cuff Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-cartier-art-deco-18k-yellow-gold-lipstick-gold-black-enamel-jewelry-rr4065,RR4065,Cartier,Cartier Art Deco 18K Yellow Gold Lipstick - Gold & Black Enamel Jewelry,ACTIVE,Jewelry,true,sku-already-ebay:cartier-art-deco-18k-yellow-gold-lipstick-gold-black-enamel-jewelry-rr4065
bv-david-webb-panthere-platinum-18k-white-gold-19-27-cttw-diamond-brooch-rr4040,RR4040,David Webb,David Webb Panthere Platinum & 18K White Gold 19.27 CTTW Diamond Brooch,ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-cartier-tremblant-18k-white-gold-diamond-sapphire-and-ruby-clip-on-earrings-rr4022,RR4022,Cartier,"Cartier Tremblant 18K White Gold Diamond, Sapphire And Ruby Clip-On Earrings",ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-white-gold-40-00-carat-old-cut-diamond-brooch-rr3990,RR3990,David Webb,David Webb Platinum & 18K White Gold 40.00 Carat Old Cut Diamond Brooch,ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-cartier-trinity-18k-two-tone-celestial-tri-color-diamond-bangle-bracelet-rr3979,RR3979,Cartier,Cartier Trinity 18K Two Tone Celestial Tri Color Diamond Bangle Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-van-cleef-arpels-french-18k-yellow-gold-1965-coral-rose-brooch-rr3974,RR3974,Van Cleef & Arpels,Van Cleef & Arpels French 18K Yellow Gold 1965 Coral Rose Brooch,ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-5-50-carat-diamond-oval-citrine-ring-rr3936,RR3936,David Webb,"David Webb Platinum & 18K Yellow Gold 5.50 Carat Diamond, Oval Citrine Ring",ACTIVE,Rings,true,already-tagged-and-conditioned
bv-david-webb-circa-1960s-platinum-moonstonesapphire-and-diamonds-brooch-rr3935,RR3935,David Webb,"David Webb Circa 1960's Platinum Moonstone,sapphire And Diamonds Brooch",ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-david-webb-bombe-platinum-56-84-carats-hanging-door-knocker-earrings-rr3917,RR3917,David Webb,David Webb Bombe Platinum 56.84 Carats Hanging Door Knocker Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-diamond-emerald-bead-clip-on-earrings-rr3902,RR3902,David Webb,David Webb 18K Yellow Gold Diamond & Emerald Bead Clip-On Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-ruby-and-diamond-fan-earrings-rr3831,RR3831,David Webb,David Webb 18K Yellow Gold Ruby And Diamond Fan Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-large-fluted-coral-white-enamel-diamond-ring-rr3806,RR3806,David Webb,"David Webb Platinum & 18K Yellow Gold Large Fluted Coral, White Enamel, Diamond Ring",ACTIVE,Rings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-20-00-carats-diamond-double-clip-convertable-brooch-rr3367,RR3367,David Webb,David Webb Platinum & 18K Yellow Gold 20.00 Carats Diamond Double Clip Convertable Brooch,ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-boucheron-18k-yellow-gold-green-emerald-vintage-round-slip-on-bangle-bracelet-rr4564,RR4564,Boucheron,Boucheron 18K Yellow Gold Green Emerald Vintage Round Slip-On Bangle Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-angela-cummings-18k-white-gold-black-jade-gold-studded-earrings-rr6402,RR6402,Angela Cummings,"Angela Cummings 18K White Gold Black Jade, Gold Studded Earrings",ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-aletto-brothers-18k-yellow-gold-diamonds-lapis-agate-jewelry-set-rr3793,RR3793,Aletto Brothers,"Aletto Brothers 18K Yellow Gold Diamonds, Lapis, Agate Jewelry Set",ACTIVE,Jewelry,true,already-tagged-and-conditioned
bv-bvlgari-tubogas-18k-yellow-gold-square-shape-black-diamond-dial-f078-flex-ladies-watch-rr5576,RR5576,Bvlgari,Pre-Owned Bvlgari Quadrato Tubogas Gold Diamond Dial F078 Flex Women Watch,ACTIVE,Watch,true,watch
bv-chanel-18k-yellow-gold-multicolor-gemstone-and-diamond-collar-necklace-rr3868,RR3868,Chanel,Chanel 18K Yellow Gold Multicolor Gemstone And Diamond Collar Necklace,ACTIVE,Necklaces,true,already-tagged-and-conditioned
bv-chopard-18k-white-gold-classique-femme-secret-compartment-diamond-watch-rr4616,RR4616,Chopard,Pre-Owned Chopard 18K White Gold Classique Femme Secret Compartment Diamond Women Watch,ACTIVE,Watch,true,watch
bv-tiffany-co-schlumberger-platinum-18k-yellow-gold-blue-enamel-cuff-links-rr5796,RR5796,Tiffany & Co.,Tiffany & Co. Schlumberger Platinum & 18K Yellow Gold Blue Enamel Cuff Links,ACTIVE,Cufflinks,true,sku-already-ebay:tiffany-co-schlumberger-platinum-18k-yellow-gold-blue-enamel-cuff-links-rr5796
bv-tiffany-co-schlumberger-18k-yellow-gold-blue-enamel-heart-motif-earrings-rr5591,RR5591,Tiffany & Co.,Tiffany & Co. Schlumberger 18K Yellow Gold Blue Enamel Heart Motif Earrings,ACTIVE,Earrings,true,sku-already-ebay:tiffany-co-schlumberger-18k-yellow-gold-blue-enamel-heart-motif-earrings-rr5591
bv-tiffany-co-circa-1990-18k-yellow-gold-yellow-sapphire-amethyst-tsavorite-diamond-earrings-brooch-jewelry-set-rr4697,RR4697,Tiffany & Co.,Tiffany & Co. Circa 1990 18K Yellow Gold Yellow Sapphire Amethyst Tsavorite & Diamond Earrings & Brooch Jewelry Set,ACTIVE,Jewelry,true,already-tagged-and-conditioned
bv-graff-18k-white-gold-medallion-shape-diamond-pave-earrings-rr4443,RR4443,Graff,Graff 18K White Gold Medallion Shape Diamond Pave Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-tiffany-co-18k-yellow-gold-cultured-pearl-coral-and-chrysoprase-clip-on-earrings-rr4386,RR4386,Tiffany & Co.,Tiffany & Co. 18K Yellow Gold Cultured Pearl Coral And Chrysoprase Clip-On Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-chanel-18k-yellow-gold-premier-diamond-black-dial-watch-rr4018,RR4018,Chanel,Pre-Owned Chanel 18K Yellow Gold Premier Diamond Black Dial Women Watch,ACTIVE,Watch,true,watch
bv-graff-18k-white-gold-multicolor-sapphire-diamond-chandelier-earrings-rr3598,RR3598,Graff,Graff 18K White Gold Multicolor Sapphire & Diamond Chandelier Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-chopard-18k-white-gold-diamond-pendant-rr1295,RR1295,Chopard,Chopard 18K White Gold Diamond Pendant,ACTIVE,Pendants,true,already-tagged-and-conditioned
bv-tiffany-co-charm-platinum-7-charm-diamond-bracelet-j10625,J10625,Tiffany & Co.,Tiffany & Co. Charm Platinum 7 Charm Diamond Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-tiffany-co-schlumberger-18k-yellow-gold-paillonne-blue-enamel-cones-bangle-bracelet-j10615,J10615,Tiffany & Co.,Tiffany & Co. Schlumberger 18K Yellow Gold Paillonne Blue Enamel Cones Bangle Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-tiffany-co-18k-yellow-gold-circa-1970s-30-inch-bamboo-finish-necklace-j10574,J10574,Tiffany & Co.,Tiffany & Co. 18K Yellow Gold Circa 1970's 30 Inch Bamboo Finish Necklace,ACTIVE,Necklaces,true,already-tagged-and-conditioned
bv-tiffany-co-18k-yellow-gold-toucan-enamel-bird-brooch-j10573,J10573,Tiffany & Co.,Tiffany & Co. 18K Yellow Gold Toucan Enamel Bird Brooch,ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-tiffany-co-18k-yellow-gold-zodiac-libra-1970s-44-5mm-diamond-medallion-pendant-j10572,J10572,Tiffany & Co.,Tiffany & Co. 18K Yellow Gold Zodiac Libra 1970's 44.5mm Diamond Medallion Pendant,ACTIVE,Pendants,true,already-tagged-and-conditioned
bv-chopard-happy-diamonds-18k-yellow-gold-happy-diamonds-heart-ring-j10552,J10552,Chopard,Chopard Happy Diamonds 18K Yellow Gold Happy Diamonds Heart Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-chopard-18k-white-gold-sapphire-mens-cuff-links-j10551,J10551,Chopard,Chopard 18K White Gold Sapphire Mens Cuff Links,ACTIVE,Cufflinks,true,already-tagged-and-conditioned
bv-van-cleef-arpels-1940s-18k-yellow-gold-vintage-retro-diamond-wrist-watch-rr5823,RR5823,Van Cleef & Arpels,Pre-Owned Van Cleef & Arpels 1940's 18K Yellow Gold Vintage Retro Diamond Wrist Women Watch,ACTIVE,Watch,true,watch
bv-van-cleef-arpels-alhambra-18k-yellow-gold-blue-agate-20-motif-necklace-j10636,J10636,Van Cleef & Arpels,Van Cleef & Arpels Alhambra 18K Yellow Gold Blue Agate 20 Motif Necklace,ACTIVE,Necklaces,true,already-tagged-and-conditioned
bv-van-cleef-arpels-frivole-18k-yellow-gold-9-flowers-diamond-motifs-necklace-j10581,J10581,Van Cleef & Arpels,Van Cleef & Arpels Frivole 18K Yellow Gold 9 Flowers Diamond Motifs Necklace,ACTIVE,Necklaces,true,already-tagged-and-conditioned
bv-van-cleef-arpels-frivole-18k-yellow-gold-diamond-flower-in-between-the-finger-ring-j10580,J10580,Van Cleef & Arpels,Van Cleef & Arpels Frivole 18K Yellow Gold Diamond Flower In Between The Finger Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-van-cleef-arpels-18k-yellow-gold-coral-diamond-philippine-ring-j10576,J10576,Van Cleef & Arpels,Van Cleef & Arpels 18K Yellow Gold Coral Diamond Philippine Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-van-cleef-arpels-onyx-18k-yellow-gold-diamond-philippine-ring-j10575,J10575,Van Cleef & Arpels,Van Cleef & Arpels Onyx 18K Yellow Gold Diamond Philippine Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-boucheron-18k-yellow-gold-old-european-cut-13-00cttw-diamond-necklace-j10585,J10585,Boucheron,Boucheron 18K Yellow Gold Old European Cut 13.00cttw Diamond Necklace,ACTIVE,Necklaces,true,already-tagged-and-conditioned
bv-cartier-18k-white-gold-10-diamond-love-with-screw-driver-sz19-bracelet-rr7549,RR7549,Cartier,Cartier 18K White Gold 10 Diamond Love With Screw Driver Sz19 Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-cabochon-cut-turquoise-flower-clip-on-earrings-rr9020,RR9020,David Webb,David Webb Platinum & 18K Yellow Gold Cabochon Cut Turquoise Flower Clip-On Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
